ORDER_ID,CUSTOMER_ID ,PRODUCT_ID,ORDER_STATUS_ID,PURCHASE_DATE,ORDER_ITEM_QTY,PAYMENT_METHOD
VMZ7147,VQSH7M7,BYM1659,2,9/15/2023,4,2
VPX0060,WCGU7P5,BWZ4309,4,12/8/2023,7,2
VPX0060,WCGU7P5,REJ4097,4,12/8/2023,12,2
VPX0060,WCGU7P5,DZV2321,4,12/8/2023,4,2
VQZ0250,DHQH2A9,EFN3382,6,4/17/2023,8,2
VQZ0250,DHQH2A9,QHK4680,6,4/17/2023,7,2
VRC5692,JPVK6L5,ACP6264,6,6/22/2023,5,2
VSC0019,QWYP5G2,PSF1638,5,12/18/2023,11,2
VSC0019,QWYP5G2,DOO9417,5,12/18/2023,4,2
VSF7553,NICC8O9,PGW9932,1,8/31/2023,9,3
VSF7553,NICC8O9,BIM7417,1,8/31/2023,9,3
VSF7553,NICC8O9,IUN4993,1,8/31/2023,8,3
VTV6658,VQUU6P9,JSY6385,4,9/20/2023,4,2
VTV6658,VQUU6P9,BAA7312,4,9/20/2023,4,2
VTV6658,VQUU6P9,TNG2870,4,9/20/2023,12,2
VTV6658,VQUU6P9,WVP1127,4,9/20/2023,5,2
VTV6658,VQUU6P9,SKD3553,4,9/20/2023,10,2
VTV6658,VQUU6P9,SHB6123,4,9/20/2023,11,2
VUD5437,CMTA2D8,IDR7535,1,12/12/2023,13,3
VUD5437,CMTA2D8,WOJ5598,1,12/12/2023,12,3
VUD5437,CMTA2D8,MTH9286,1,12/12/2023,9,3
VUD5437,CMTA2D8,KHX0869,1,12/12/2023,10,3
VUO0133,OJOX7I4,AHB8145,4,8/17/2023,4,2
VUZ4467,PAZL2X4,KBZ7166,6,2/18/2024,9,1
VUZ4467,PAZL2X4,LDH4617,6,2/18/2024,10,1
VUZ4467,PAZL2X4,LOF5029,6,2/18/2024,8,1
VUZ4467,PAZL2X4,VPF9644,6,2/18/2024,12,1
WAH7547,LSFL9X9,EBF1441,2,11/13/2023,10,1
WAH7547,LSFL9X9,VTM7291,2,11/13/2023,9,1
WFP7882,FOHP6T0,HGX5045,6,6/13/2023,9,1
WFP7882,FOHP6T0,TGC3273,6,6/13/2023,12,1
WHZ5776,OZVB6C3,AWE4023,3,7/12/2023,10,2
WJW8232,ECFH8D8,CUU7547,2,12/31/2023,4,3
WKW9727,OLRM0B4,ITP9313,2,1/16/2024,6,2
WKW9727,OLRM0B4,BJW0740,2,1/16/2024,7,2
WKW9727,OLRM0B4,MUM2243,2,1/16/2024,11,2
WKW9727,OLRM0B4,SJJ9103,2,1/16/2024,13,2
WKW9727,OLRM0B4,MZH1051,2,1/16/2024,5,2
WKW9727,OLRM0B4,GGJ7980,2,1/16/2024,4,2
WKW9727,OLRM0B4,CDR4780,2,1/16/2024,9,2
WLZ5029,UWHE8U5,DTV7668,6,12/9/2023,10,2
WMZ5480,BQVL4F5,DEM5603,3,11/11/2023,13,2
WMZ5480,BQVL4F5,RXO9931,3,11/11/2023,8,2
WOM7126,VDMO5Z9,CZX0912,4,6/17/2023,9,2
WOM7126,VDMO5Z9,NEI8289,4,6/17/2023,9,2
WOP7202,DNQT2U7,DNG6098,5,12/10/2023,9,3
WOP7202,DNQT2U7,XBQ3326,5,12/10/2023,13,3
WPJ2921,JMFR6A9,KCG4263,2,11/21/2023,7,2
WPJ2921,JMFR6A9,GFW8553,2,11/21/2023,12,2
WPL8416,OVPO5P8,SWZ7937,3,11/9/2023,4,3
WQX2358,WAHR6N0,EUD9082,1,3/16/2023,5,1
WQX2358,WAHR6N0,SCO1850,1,3/16/2023,10,1
WRW4879,QTQK1S9,TDD2414,3,4/21/2023,13,1
WRW4879,QTQK1S9,PGJ9597,3,4/21/2023,8,1
WRW4879,QTQK1S9,SLJ8177,3,4/21/2023,6,1
WRW4879,QTQK1S9,AHB8145,3,4/21/2023,6,1
WSE0720,YHOC9W1,CMV8612,2,11/25/2023,11,3
WSE0720,YHOC9W1,VIG5420,2,11/25/2023,4,3
WSE0720,YHOC9W1,EFL6677,2,11/25/2023,9,3
WVE3389,SZKA8A7,MNZ1042,5,2/22/2024,7,1
WVG4164,VQAB9D1,KQT9154,1,7/4/2023,6,2
WVG4164,VQAB9D1,YLN5371,1,7/4/2023,4,2
WWA5988,QGRK3Q4,HDY0434,1,10/29/2023,9,2
WWA5988,QGRK3Q4,BFJ3668,1,10/29/2023,8,2
WWA5988,QGRK3Q4,JXY6612,1,10/29/2023,11,2
WWA5988,QGRK3Q4,LOB3389,1,10/29/2023,6,2
WWA5988,QGRK3Q4,TDA6930,1,10/29/2023,9,2
WXZ1813,QMMB2Y5,JII7951,4,12/2/2024,8,2
WXZ1813,QMMB2Y5,ITA9561,4,12/2/2024,5,2
WXZ1813,QMMB2Y5,JYO3272,4,12/2/2024,6,2
WXZ1813,QMMB2Y5,MOD1065,4,12/2/2024,6,2
WXZ1813,QMMB2Y5,BQE5935,4,12/2/2024,4,2
WYD6294,KBHK1O1,HAF1175,5,12/3/2023,5,2
WYD6294,KBHK1O1,SWK8428,5,12/3/2023,6,2
WYS1793,ASDG9I7,WQM7779,6,6/25/2023,13,1
WYS1793,ASDG9I7,JAS9330,6,6/25/2023,11,1
WYS1793,ASDG9I7,QFZ2959,6,6/25/2023,5,1
WYS1793,ASDG9I7,VYR4412,6,6/25/2023,13,1
WYS1793,ASDG9I7,JFQ0813,6,6/25/2023,7,1
WZO0497,XSMV1T6,RYF8965,3,12/23/2023,12,1
WZO0497,XSMV1T6,DWT4125,3,12/23/2023,5,1
XAC1477,QGXT6I3,RXO9931,2,5/22/2023,13,1
XAR9325,JBRW4V4,QGF6382,3,6/21/2023,11,1
XBI2772,IQAH5H1,SKP2697,6,4/15/2023,5,3
XBI2772,IQAH5H1,AHG6467,6,4/15/2023,6,3
XBW4140,JKEQ3L9,RRZ0524,3,6/7/2023,8,3
XCJ4486,DJKP6S3,SDD4582,4,9/30/2023,8,2
XDA3057,IYTU9C2,NVU8889,2,7/26/2023,5,1
XDL9456,SHLD1P6,EJZ6034,5,1/2/2024,5,3
XFT5535,SHVS7C1,AWE4023,2,9/18/2023,12,1
XFT5535,SHVS7C1,ZZQ0059,2,9/18/2023,7,1
XFT5535,SHVS7C1,KKR8920,2,9/18/2023,12,1
XFT5535,SHVS7C1,IBK8818,2,9/18/2023,11,1
XFT5535,SHVS7C1,CHW9730,2,9/18/2023,8,1
XJP0688,FYGX3A6,IUZ9495,4,11/26/2023,5,1
XKJ1205,OEMO8Q4,RCV7305,4,11/2/2024,5,2
XKJ1369,FVLL5W8,PSF6312,6,6/28/2023,9,2
XKJ1369,FVLL5W8,LSL8867,6,6/28/2023,7,2
XKJ1369,FVLL5W8,HUZ4096,6,6/28/2023,6,2
XKJ1369,FVLL5W8,YCR6173,6,6/28/2023,9,2
XKJ1369,FVLL5W8,ZOG3969,6,6/28/2023,4,2
XKJ1369,FVLL5W8,VBE5131,6,6/28/2023,7,2
XKJ1369,FVLL5W8,DYT0791,6,6/28/2023,4,2
XKV5815,HEHV7D7,KPP4806,2,8/23/2023,9,1
XMH2884,LCHM2O6,BKV6416,3,11/21/2023,12,2
XMH2884,LCHM2O6,BBP8946,3,11/21/2023,12,2
XNO9212,WDYI7A2,AMO0600,5,7/16/2023,6,1
XNO9212,WDYI7A2,LAS9812,5,7/16/2023,5,1
XNO9212,WDYI7A2,JOW2796,5,7/16/2023,7,1
XPM5354,LKYP6V4,RUQ4005,3,4/21/2023,10,3
XQR1522,EZTT5V9,HGF9442,1,4/7/2023,6,3
XQR1522,EZTT5V9,XAD7665,1,4/7/2023,8,3
XSE2219,CILS3I1,DYT0791,6,6/1/2024,12,2
XTB8470,SSIQ2E1,IQN3665,3,4/22/2023,4,1
XTH1311,TCYG6K8,XQY4499,5,6/2/2024,5,2
XUP5209,TPFM8Z8,ZTO0065,1,5/25/2023,10,1
XUQ4920,HPKB3M4,LQE5329,5,1/31/2024,5,2
XWA2339,GYPW7S5,JQV1298,1,10/19/2023,4,2
XWA2339,GYPW7S5,BDA6428,1,10/19/2023,9,2
XWA2339,GYPW7S5,QEC7672,1,10/19/2023,4,2
XXN0849,ZPHR3S3,QGD3826,1,6/1/2024,5,3
XXN0849,ZPHR3S3,SAE8080,1,6/1/2024,12,3
XYM2261,ZLPC4I3,CYT6695,5,12/31/2023,8,2
XZF3198,HHOE2J9,XRN8582,3,3/4/2023,9,3
XZF3198,HHOE2J9,KSY7054,3,3/4/2023,13,3
YAB4978,SSNY4O4,ATN6864,2,12/2/2024,13,2
YBU4540,DHQH2A9,IDQ2182,5,12/31/2023,12,1
YBU4540,DHQH2A9,RVG3678,5,12/31/2023,7,1
YBU4540,DHQH2A9,BBU0793,5,12/31/2023,4,1
YHG5202,MJNA2B4,PGW9932,4,11/16/2023,9,3
YHG5202,MJNA2B4,TTN5523,4,11/16/2023,9,3
YIS8490,NHRZ5V0,NZB9420,4,11/12/2023,4,1
YIS8490,NHRZ5V0,IKS2299,4,11/12/2023,5,1
YME9369,LSVT4D0,GLT2497,3,11/1/2024,12,3
YME9369,LSVT4D0,WXV3749,3,11/1/2024,5,3
YSM7627,XSDA4D7,IHK7170,3,1/20/2024,8,2
YSM7627,XSDA4D7,VUM4620,3,1/20/2024,8,2
YUB3678,NWKD6N0,YOH5156,3,9/2/2024,4,2
YUB3678,NWKD6N0,QPN7301,3,9/2/2024,9,2
YUB3678,NWKD6N0,LRS4677,3,9/2/2024,10,2
YUT8041,IGLE1G4,DGH2389,5,5/13/2023,8,1
YUT8041,IGLE1G4,ISQ7713,5,5/13/2023,4,1
YUT8041,IGLE1G4,MVW7437,5,5/13/2023,5,1
YUT8041,IGLE1G4,WOJ5598,5,5/13/2023,13,1
YUT8041,IGLE1G4,KYE7390,5,5/13/2023,13,1
ZBI4823,QJQX3H3,INQ9035,1,6/16/2023,10,1
ZBI4823,QJQX3H3,GPL8418,1,6/16/2023,4,1
ZLG9351,FWMD1G8,IEA5573,1,1/31/2024,4,1
ZLG9351,FWMD1G8,NZB9420,1,1/31/2024,7,1
ZLG9351,FWMD1G8,QWO9713,1,1/31/2024,10,1
ZLG9351,FWMD1G8,KEJ9678,1,1/31/2024,9,1
ZNU6032,DVQW1L6,XHX5390,6,7/4/2023,12,2
ZNU6032,DVQW1L6,KWP5670,6,7/4/2023,11,2
ZOF1249,GFUY1R9,VMV3816,3,2/2/2024,9,3
ZOF1249,GFUY1R9,LYG1832,3,2/2/2024,6,3
ZOF1249,GFUY1R9,UNT7369,3,2/2/2024,8,3
ZQE0362,NWKD6N0,MWM4623,4,12/26/2023,12,1
ZQE0362,NWKD6N0,BIM7417,4,12/26/2023,9,1
ZSZ6455,QJQX3H3,XDQ0023,6,9/12/2023,10,2
ZSZ6455,QJQX3H3,YOS1393,6,9/12/2023,7,2
ZSZ6455,QJQX3H3,KHK7419,6,9/12/2023,4,2
ZSZ6455,QJQX3H3,GGS0872,6,9/12/2023,12,2
ZUB4280,EJXQ5C0,ZQE4516,1,6/10/2023,12,3
ZUB4280,EJXQ5C0,BXE5006,1,6/10/2023,10,3
ZUB4280,EJXQ5C0,OVU9174,1,6/10/2023,12,3
ZVW3718,BFTI4G7,PVK7879,1,12/3/2023,12,3
ZVW3718,BFTI4G7,SDU4082,1,12/3/2023,10,3
ZYB2801,ECHJ2D7,QFH7339,2,4/24/2023,10,2
ZYB2801,ECHJ2D7,PWF1285,2,4/24/2023,4,2
ZZE2322,HSGK8Z4,MJY8070,1,1/26/2024,7,2
